0	0.000000
0	0.000000
0	0.000000
0	0.000000
0	0.000000
1	0.100100
1	0.100100
1	0.100100
1	0.100100
1	0.100100
2	0.200200
2	0.200200
2	0.200200
2	0.200200
2	0.200200
3	0.300300
3	0.300300
3	0.300300
3	0.300300
3	0.300300
4	0.400400
4	0.400400
4	0.400400
4	0.400400
4	0.400400
5	0.500501
5	0.500501
5	0.500501
5	0.500501
5	0.500501
6	0.600601
6	0.600601
6	0.600601
6	0.600601
6	0.600601
7	0.700701
7	0.700701
7	0.700701
7	0.700701
7	0.700701
8	0.800801
8	0.800801
8	0.800801
8	0.800801
8	0.800801
9	0.900901
9	0.900901
9	0.900901
9	0.900901
9	0.900901
10	1.001001
10	1.001001
10	1.001001
10	1.001001
10	1.001001
11	1.101101
11	1.101101
11	1.101101
11	1.101101
11	1.101101
12	1.201201
12	1.201201
12	1.201201
12	1.201201
12	1.201201
13	1.301301
13	1.301301
13	1.301301
13	1.301301
13	1.301301
14	1.401401
14	1.401401
14	1.401401
14	1.401401
14	1.401401
15	1.501502
15	1.501502
15	1.501502
15	1.501502
15	1.501502
16	1.601602
16	1.601602
16	1.601602
16	1.601602
16	1.601602
17	1.701702
17	1.701702
17	1.701702
17	1.701702
17	1.701702
18	1.801802
18	1.801802
18	1.801802
18	1.801802
18	1.801802
19	1.901902
19	1.901902
19	1.901902
19	1.901902
19	1.901902
20	2.002002
20	2.002002
20	2.002002
20	2.002002
20	2.002002
21	2.102102
21	2.102102
21	2.102102
21	2.102102
21	2.102102
22	2.202202
22	2.202202
22	2.202202
22	2.202202
22	2.202202
23	2.302302
23	2.302302
23	2.302302
23	2.302302
23	2.302302
24	2.402402
24	2.402402
24	2.402402
24	2.402402
24	2.402402
25	2.502503
25	2.502503
25	2.502503
25	2.502503
25	2.502503
26	2.602603
26	2.602603
26	2.602603
26	2.602603
26	2.602603
27	2.702703
27	2.702703
27	2.702703
27	2.702703
27	2.702703
28	2.802803
28	2.802803
28	2.802803
28	2.802803
28	2.802803
29	2.902903
29	2.902903
29	2.902903
29	2.902903
29	2.902903
30	3.003003
30	3.003003
30	3.003003
30	3.003003
30	3.003003
31	3.103103
31	3.103103
31	3.103103
31	3.103103
31	3.103103
32	3.203203
32	3.203203
32	3.203203
32	3.203203
32	3.203203
33	3.303303
33	3.303303
33	3.303303
33	3.303303
33	3.303303
34	3.403403
34	3.403403
34	3.403403
34	3.403403
34	3.403403
35	3.503504
35	3.503504
35	3.503504
35	3.503504
35	3.503504
36	3.603604
36	3.603604
36	3.603604
36	3.603604
36	3.603604
37	3.703704
37	3.703704
37	3.703704
37	3.703704
37	3.703704
38	3.803804
38	3.803804
38	3.803804
38	3.803804
38	3.803804
39	3.903904
39	3.903904
39	3.903904
39	3.903904
39	3.903904
40	4.004004
40	4.004004
40	4.004004
40	4.004004
40	4.004004
41	4.104104
41	4.104104
41	4.104104
41	4.104104
41	4.104104
42	4.204204
42	4.204204
42	4.204204
42	4.204204
42	4.204204
43	4.304304
43	4.304304
43	4.304304
43	4.304304
43	4.304304
44	4.404404
44	4.404404
44	4.404404
44	4.404404
44	4.404404
45	4.504505
45	4.504505
45	4.504505
45	4.504505
45	4.504505
46	4.604605
46	4.604605
46	4.604605
46	4.604605
46	4.604605
47	4.704705
47	4.704705
47	4.704705
47	4.704705
47	4.704705
48	4.804805
48	4.804805
48	4.804805
48	4.804805
48	4.804805
49	4.904905
49	4.904905
49	4.904905
49	4.904905
49	4.904905
50	5.005005
50	5.005005
50	5.005005
50	5.005005
50	5.005005
51	5.105105
51	5.105105
51	5.105105
51	5.105105
51	5.105105
52	5.205205
52	5.205205
52	5.205205
52	5.205205
52	5.205205
53	5.305305
53	5.305305
53	5.305305
53	5.305305
53	5.305305
54	5.405405
54	5.405405
54	5.405405
54	5.405405
54	5.405405
55	5.505506
55	5.505506
55	5.505506
55	5.505506
55	5.505506
56	5.605606
56	5.605606
56	5.605606
56	5.605606
56	5.605606
57	5.705706
57	5.705706
57	5.705706
57	5.705706
57	5.705706
58	5.805806
58	5.805806
58	5.805806
58	5.805806
58	5.805806
59	5.905906
59	5.905906
59	5.905906
59	5.905906
59	5.905906
60	6.006006
60	6.006006
60	6.006006
60	6.006006
60	6.006006
61	6.106106
61	6.106106
61	6.106106
61	6.106106
61	6.106106
62	6.206206
62	6.206206
62	6.206206
62	6.206206
62	6.206206
63	6.306306
63	6.306306
63	6.306306
63	6.306306
63	6.306306
64	6.406406
64	6.406406
64	6.406406
64	6.406406
64	6.406406
65	6.506507
65	6.506507
65	6.506507
65	6.506507
65	6.506507
66	6.606607
66	6.606607
66	6.606607
66	6.606607
66	6.606607
67	6.706707
67	6.706707
67	6.706707
67	6.706707
67	6.706707
68	6.806807
68	6.806807
68	6.806807
68	6.806807
68	6.806807
69	6.906907
69	6.906907
69	6.906907
69	6.906907
69	6.906907
70	7.007007
70	7.007007
70	7.007007
70	7.007007
70	7.007007
71	7.107107
71	7.107107
71	7.107107
71	7.107107
71	7.107107
72	7.207207
72	7.207207
72	7.207207
72	7.207207
72	7.207207
73	7.307307
73	7.307307
73	7.307307
73	7.307307
73	7.307307
74	7.407407
74	7.407407
74	7.407407
74	7.407407
74	7.407407
75	7.507508
75	7.507508
75	7.507508
75	7.507508
75	7.507508
76	7.607608
76	7.607608
76	7.607608
76	7.607608
76	7.607608
77	7.707708
77	7.707708
77	7.707708
77	7.707708
77	7.707708
78	7.807808
78	7.807808
78	7.807808
78	7.807808
78	7.807808
79	7.907908
79	7.907908
79	7.907908
79	7.907908
79	7.907908
80	8.008008
80	8.008008
80	8.008008
80	8.008008
80	8.008008
81	8.108108
81	8.108108
81	8.108108
81	8.108108
81	8.108108
82	8.208208
82	8.208208
82	8.208208
82	8.208208
82	8.208208
83	8.308308
83	8.308308
83	8.308308
83	8.308308
83	8.308308
84	8.408408
84	8.408408
84	8.408408
84	8.408408
84	8.408408
85	8.508509
85	8.508509
85	8.508509
85	8.508509
85	8.508509
86	8.608609
86	8.608609
86	8.608609
86	8.608609
86	8.608609
87	8.708709
87	8.708709
87	8.708709
87	8.708709
87	8.708709
88	8.808809
88	8.808809
88	8.808809
88	8.808809
88	8.808809
89	8.908909
89	8.908909
89	8.908909
89	8.908909
89	8.908909
90	9.009009
90	9.009009
90	9.009009
90	9.009009
90	9.009009
91	9.109109
91	9.109109
91	9.109109
91	9.109109
91	9.109109
92	9.209209
92	9.209209
92	9.209209
92	9.209209
92	9.209209
93	9.309309
93	9.309309
93	9.309309
93	9.309309
93	9.309309
94	9.409409
94	9.409409
94	9.409409
94	9.409409
94	9.409409
95	9.509510
95	9.509510
95	9.509510
95	9.509510
95	9.509510
96	9.609610
96	9.609610
96	9.609610
96	9.609610
96	9.609610
97	9.709710
97	9.709710
97	9.709710
97	9.709710
97	9.709710
98	9.809810
98	9.809810
98	9.809810
98	9.809810
98	9.809810
99	9.909910
99	9.909910
99	9.909910
99	9.909910
99	9.909910
100	10.010010
100	10.010010
100	10.010010
100	10.010010
100	10.010010
101	10.110110
101	10.110110
101	10.110110
101	10.110110
101	10.110110
102	10.210210
102	10.210210
102	10.210210
102	10.210210
102	10.210210
103	10.310310
103	10.310310
103	10.310310
103	10.310310
103	10.310310
104	10.410410
104	10.410410
104	10.410410
104	10.410410
104	10.410410
105	10.510511
105	10.510511
105	10.510511
105	10.510511
105	10.510511
106	10.610611
106	10.610611
106	10.610611
106	10.610611
106	10.610611
107	10.710711
107	10.710711
107	10.710711
107	10.710711
107	10.710711
108	10.810811
108	10.810811
108	10.810811
108	10.810811
108	10.810811
109	10.910911
109	10.910911
109	10.910911
109	10.910911
109	10.910911
110	11.011011
110	11.011011
110	11.011011
110	11.011011
110	11.011011
111	11.111111
111	11.111111
111	11.111111
111	11.111111
111	11.111111
112	11.211211
112	11.211211
112	11.211211
112	11.211211
112	11.211211
113	11.311311
113	11.311311
113	11.311311
113	11.311311
113	11.311311
114	11.411411
114	11.411411
114	11.411411
114	11.411411
114	11.411411
115	11.511512
115	11.511512
115	11.511512
115	11.511512
115	11.511512
116	11.611612
116	11.611612
116	11.611612
116	11.611612
116	11.611612
117	11.711712
117	11.711712
117	11.711712
117	11.711712
117	11.711712
118	11.811812
118	11.811812
118	11.811812
118	11.811812
118	11.811812
119	11.911912
119	11.911912
119	11.911912
119	11.911912
119	11.911912
120	12.012012
120	12.012012
120	12.012012
120	12.012012
120	12.012012
121	12.112112
121	12.112112
121	12.112112
121	12.112112
121	12.112112
122	12.212212
122	12.212212
122	12.212212
122	12.212212
122	12.212212
